uprn,house name,house number,street,licence start,licence expiry,permitted no of occupiers,address,postcode,licence type,licence reference number
100030000000,,26, Britannia Street,22/10/2024,21/10/2029,4, Loughborough, LE12 9AE,Additional HMO licence,CBC-316988441368
100030000000,,16, Southfield Road,05/02/2024,04/02/2029,4, Loughborough, LE11 2TS,Additional HMO licence,CBC-319868483390
100030000000,,64, Coniston Crescent,05/04/2024,04/04/2029,4, Loughborough, LE11 3RH,Additional HMO licence,CBC-320279960544
100030000000,,65, Station Street,05/04/2024,04/04/2029,3, Loughborough, LE11 5EE,Additional HMO licence,CBC-320351455743
100030000000,,3, Bampton Street,13/03/2024,12/03/2029,4, Loughborough, LE11 2DR,Additional HMO licence,CBC-322495497292
100030000000,,44, Oxford Street,01/05/2024,30/04/2029,4, Loughborough, LE11 5DR,Additional HMO licence,CBC-322705674380
100030000000,,20, Blackbrook Road,12/09/2024,11/09/2029,3, Loughborough, LE11 4PZ,Additional HMO licence,CBC-324187880458
100030000000,,32, George Street,05/03/2024,04/03/2029,3, Loughborough, LE11 5DQ,Additional HMO licence,CBC-325184963595
10004000990,,Flat 28 23-30, Barnsdale Close,06/03/2024,05/03/2029,3, Loughborough, LE11 5AN,Additional HMO licence,CBC-327595301011
100030000000,,10, George Street,22/04/2024,21/04/2029,4, Loughborough, LE11 5DQ,Additional HMO licence,CBC-329362724154
10023776672,Flat 25 Block B, The Holt ,Holt Drive,21/02/2024,20/02/2029,4,, LE11 3JB,Additional HMO licence,CBC-329472156928
100030000000,,17, Broad Street,09/07/2024,08/07/2029,4, Loughborough, LE11 5AB,Additional HMO licence,CBC-330038152425
100030000000,,38, Granville Street,05/02/2024,04/02/2029,4, Loughborough, LE11 3BN,Additional HMO licence,CBC-330482232928
100030000000,,401, New Ashby Road,28/02/2024,27/02/2029,6, Loughborough, LE11 4ET,Additional HMO licence,CBC-330959710318
100030000000,,17, Paget Street,04/03/2024,03/03/2029,4, Loughborough, LE11 5DS,Additional HMO licence,CBC-332294660495
100030000000,,99, Park Road,21/12/2023,20/12/2028,4, Loughborough, LE11 2HD,Additional HMO licence,CBC-333266899401
100030000000,,181, Sharpley Road,03/04/2024,02/04/2029,4, Loughborough, LE11 4PL,Additional HMO licence,CBC-335000215691
10023776662,Flat 15 Block A, The Holt ,Holt Drive,18/12/2024,17/12/2029,3,, LE11 3JB,Additional HMO licence,CBC-336550630172
100030000000,,10, Caldwell Street,19/02/2024,18/02/2029,4, Loughborough, LE11 3BB,Additional HMO licence,CBC-339032732733
100030000000,,144, Hermitage Road,28/03/2024,27/03/2029,4, Loughborough, LE11 4PF,Additional HMO licence,CBC-341465826058
10023776694,Flat 48 Block E, The Holt ,Holt Drive,18/12/2024,17/12/2029,4,, LE11 3JB,Additional HMO licence,CBC-342102515500
100030000000,,29, Storer Road,26/02/2024,25/02/2029,4, Loughborough, LE11 5EQ,Additional HMO licence,CBC-342775530857
100030000000,,49, Cumberland Road,18/12/2024,17/12/2029,3, Loughborough, LE11 5DE,Additional HMO licence,CBC-342854478077
100030000000,,357, New Ashby Road,31/10/2023,30/10/2028,4, Loughborough, LE11 4ET,Additional HMO licence,CBC-344451147258
100030000000,,21, Heathcoat Street,06/03/2024,05/03/2029,4, Loughborough, LE11 3BW,Additional HMO licence,CBC-345085009513
100030000000,,34, Granville Street,27/02/2024,26/02/2029,4, Loughborough, LE11 3BN,Additional HMO licence,CBC-345769863197
10004000839,,32, Adam Dale,06/03/2024,05/03/2029,3, Loughborough, LE11 3HD,Additional HMO licence,CBC-349616399185
100030000000,,232, Alan Moss Road,13/03/2024,12/03/2029,4, Loughborough, LE11 4LZ,Additional HMO licence,CBC-350668826512
10023776686,Flat 40 Block D, The Holt ,Holt Drive,21/02/2024,20/02/2029,4,, LE11 3JB,Additional HMO licence,CBC-352505843985
100030000000,,14, Bampton Street,24/10/2024,23/10/2029,4, Loughborough, LE11 2DR,Additional HMO licence,CBC-352833891940
100030000000,,26, Paget Street,06/03/2024,05/03/2029,4, Loughborough, LE11 5DS,Additional HMO licence,CBC-352955899919
100030000000,,27, Oxford Street,05/04/2024,04/04/2029,4, Loughborough, LE11 5DP,Additional HMO licence,CBC-355069652289
100030000000,,6, Oaklands Avenue,13/10/2023,12/10/2028,3, Loughborough, LE11 3JF,Additional HMO licence,CBC-355333696045
100030000000,,4, Bampton Street,12/04/2024,11/04/2029,4, Loughborough, LE11 2DR,Additional HMO licence,CBC-358806986414
100030000000,,17, Chestnut Street,04/11/2023,03/11/2028,4, Loughborough, LE11 3BE,Additional HMO licence,CBC-359238043314
100030000000,,38, George Street,20/02/2024,19/02/2029,3, Loughborough, LE11 5DQ,Additional HMO licence,CBC-359446900086
100030000000,,21, Albert Street,25/03/2024,24/03/2029,4, Loughborough, LE11 2DW,Additional HMO licence,CBC-359594493320
100030000000,,89, William Street,08/02/2024,07/02/2029,4, Loughborough, LE11 3BY,Additional HMO licence,CBC-360965220565
100030000000,,111, Derby Road,09/10/2024,08/10/2029,4, Loughborough, LE11 5AE,Additional HMO licence,CBC-361311967157
100030000000,,355, New Ashby Road,11/03/2024,10/03/2029,4, Loughborough, LE11 4ET,Additional HMO licence,CBC-362450814713
100030000000,,3, Burleigh Road,12/12/2023,11/12/2028,4, Loughborough, LE11 3BA,Additional HMO licence,CBC-362893185167
100030000000,,30, Chestnut Street,21/02/2024,20/02/2029,4, Loughborough, LE11 3BE,Additional HMO licence,CBC-365234415821
100030000000,,117, Paget Street,29/04/2024,28/04/2029,3, Loughborough, LE11 5DU,Additional HMO licence,CBC-365666224122
100030000000,,32, King Edward Road,29/04/2024,28/04/2029,4, Loughborough, LE11 1RZ,Additional HMO licence,CBC-365926393620
100030000000,,109, Storer Road,14/03/2024,13/03/2029,4, Loughborough, LE11 5EH,Additional HMO licence,CBC-366903224340
10004000739,,50, Kingfisher Way,02/11/2023,01/11/2028,4, Loughborough, LE11 3NF,Additional HMO licence,CBC-367285341183
100030000000,,4, Parklands Drive,11/03/2024,10/03/2029,3, Loughborough, LE11 2TB,Additional HMO licence,CBC-369333675316
100030000000,,16, Station Street,28/02/2024,27/02/2029,4, Loughborough, LE11 5ED,Additional HMO licence,CBC-369356795292
10008151650,,5, Wheel Tappers Way,12/02/2024,11/02/2029,3, Loughborough, LE11 5EA,Additional HMO licence,CBC-370138733509
100030000000,,88, Beacon Road,07/03/2024,06/03/2029,4, Loughborough, LE11 2BH,Additional HMO licence,CBC-371270602411
100030000000,,35, William Street,23/10/2023,22/10/2028,5, Loughborough, LE11 3BX,Additional HMO licence,CBC-372101298453
100030000000,,121, Leopold Street,08/04/2025,07/04/2030,4, Loughborough, LE11 5DW,Additional HMO licence,CBC-372204620380
10004000795,,1, Wren Close,12/03/2024,11/03/2029,4, Loughborough, LE11 3HL,Additional HMO licence,CBC-372210419126
100030000000,,27, Derwent Drive,04/03/2024,03/03/2029,4, Loughborough, LE11 3RJ,Additional HMO licence,CBC-373912276130
100030000000,,37, Alan Moss Road,19/03/2024,18/03/2029,4, Loughborough, LE11 5LR,Additional HMO licence,CBC-374544896335
100030000000,,267, Alan Moss Road,15/11/2023,14/11/2028,4, Loughborough, LE11 4LU,Additional HMO licence,CBC-374800474013
10070073602,,83a, Atherstone Road,29/02/2024,28/02/2029,4, Loughborough, LE11 2SH,Additional HMO licence,CBC-375804428256
100030000000,,12, Station Street,22/02/2024,21/02/2029,4, Loughborough, LE11 5ED,Additional HMO licence,CBC-377310330563
100030000000,,17, Beacon Avenue,08/11/2023,07/11/2028,4, Loughborough, LE11 3HP,Additional HMO licence,CBC-380003265680
10023776671,Flat 24 Block B, The Holt ,Holt Drive,21/02/2024,20/02/2029,4,, LE11 3JB,Additional HMO licence,CBC-380846971342
10070068444,,11b, The Rushes,13/03/2024,12/03/2029,3, Loughborough, LE11 5BE,Additional HMO licence,CBC-381988582259
100030000000,,55, Gracedieu Road,01/03/2024,28/02/2029,3, Loughborough, LE11 4QF,Additional HMO licence,CBC-382425010293
100030000000,,35, Garendon Green,04/03/2024,03/03/2029,4, Loughborough, LE11 4QA,Additional HMO licence,CBC-382499869223
100030000000,,19, Station Street,23/07/2024,22/07/2029,4, Loughborough, LE11 5ED,Additional HMO licence,CBC-383492809964
10070073827,Flat 5 5,5, Devonshire Lane,18/03/2024,17/03/2029,3, Loughborough, LE11 3DW,Additional HMO licence,CBC-384350311092
100030000000,,37, Manor Drive,11/04/2024,10/04/2029,4, Loughborough, LE11 2LR,Additional HMO licence,CBC-384634367410
100030000000,,44, Woodlands Drive,13/02/2024,12/02/2029,4, Loughborough, LE11 2DD,Additional HMO licence,CBC-388180576298
100030000000,,136, Paget Street,17/10/2023,16/10/2028,4, Loughborough, LE11 5DU,Additional HMO licence,CBC-390730249265
100030000000,,9, Fearon Street,15/11/2023,14/11/2028,4, Loughborough, LE11 5DG,Additional HMO licence,CBC-391829991613
100030000000,,93, Station Street,29/02/2024,28/02/2029,3, Loughborough, LE11 5EF,Additional HMO licence,CBC-394632524105
10004000785,,4, Robin Mews,18/01/2024,17/01/2029,4, Loughborough, LE11 3HJ,Additional HMO licence,CBC-394818607902
100030000000,,158, Sharpley Road,18/01/2024,17/01/2029,4, Loughborough, LE11 4PW,Additional HMO licence,CBC-399919046906
100030000000,,3, Chestnut Street,15/01/2024,14/01/2029,4, Loughborough, LE11 3BE,Additional HMO licence,CBC-402116529098
100030000000,,120, Station Street,22/02/2024,21/02/2029,4, Loughborough, LE11 5EG,Additional HMO licence,CBC-402574754338
100030000000,,51, Holywell Drive,12/09/2024,11/09/2029,4, Loughborough, LE11 3JU,Additional HMO licence,CBC-403979321629
100030000000,,2, Parklands Drive,25/03/2024,24/03/2029,3, Loughborough, LE11 2TB,Additional HMO licence,CBC-404335367274
100030000000,,87, Paget Street,18/11/2023,17/11/2028,3, Loughborough, LE11 5DT,Additional HMO licence,CBC-407717630882
100030000000,,61, Sharpley Road,18/02/2025,17/02/2030,3, Loughborough, LE11 4PJ,Additional HMO licence,CBC-408339525440
100030000000,,13, Oaklands Avenue,03/01/2024,02/01/2029,4, Loughborough, LE11 3JF,Additional HMO licence,CBC-411803199795
100030000000,,75, Oxford Street,01/03/2024,28/02/2029,4, Loughborough, LE11 5DP,Additional HMO licence,CBC-412494460197
100030000000,,15, Cumberland Road,27/02/2024,26/02/2029,3, Loughborough, LE11 5DE,Additional HMO licence,CBC-413933843405
100030000000,,8, Deane Street,11/04/2024,10/04/2029,6, Loughborough, LE11 5NQ,Additional HMO licence,CBC-414298047930
100030000000,,121, Paget Street,14/03/2024,13/03/2029,3, Loughborough, LE11 5DU,Additional HMO licence,CBC-414635836847
100030000000,,16, Kirkstone Drive,18/04/2024,17/04/2029,5, Loughborough, LE11 3RW,Additional HMO licence,CBC-414996927188
100030000000,,6, Storer Road,07/03/2024,06/03/2029,4, Loughborough, LE11 5EQ,Additional HMO licence,CBC-416619014038
10008151653,,2, Wheel Tappers Way,19/02/2024,18/02/2029,4, Loughborough, LE11 5EA,Additional HMO licence,CBC-416753784566
100030000000,,74, Gracedieu Road,15/02/2024,14/02/2029,5, Loughborough, LE11 4QG,Additional HMO licence,CBC-416823300027
100030000000,,13, Fearon Street,14/03/2024,13/03/2029,4, Loughborough, LE11 5DG,Additional HMO licence,CBC-420407625181
100030000000,,24, Station Street,11/03/2024,10/03/2029,3, Loughborough, LE11 5ED,Additional HMO licence,CBC-420740647352
10004000880,,23, Goldfinch Close,11/01/2024,10/01/2029,4, Loughborough, LE11 3HG,Additional HMO licence,CBC-421201883692
100030000000,,77, Leopold Street,25/03/2024,24/03/2029,4, Loughborough, LE11 5DN,Additional HMO licence,CBC-421736599780
100030000000,,22, Broad Street,13/03/2024,12/03/2029,3, Loughborough, LE11 5AB,Additional HMO licence,CBC-422930666561
10070073813,Flat 1 George, Hog House 11, Orchard Street,12/04/2024,11/04/2029,4, Loughborough, LE11 5AZ,Additional HMO licence,CBC-423074423549
100030000000,,150, Hermitage Road,03/04/2024,02/04/2029,4, Loughborough, LE11 4PF,Additional HMO licence,CBC-425241487519
10004000874,,17, Goldfinch Close,28/02/2024,27/02/2029,4, Loughborough, LE11 3HG,Additional HMO licence,CBC-425309661939
100030000000,,29, William Street,20/02/2024,19/02/2029,5, Loughborough, LE11 3BX,Additional HMO licence,CBC-429819731919
100030000000,,45, York Road,23/07/2024,22/07/2029,4, Loughborough, LE11 3DA,Additional HMO licence,CBC-431013726023
10008151657,,7, Goods Yard Close,20/02/2024,19/02/2029,5, Loughborough, LE11 5EB,Additional HMO licence,CBC-431349994523
100030000000,,50, Station Street,15/02/2024,14/02/2029,3, Loughborough, LE11 5EE,Additional HMO licence,CBC-433242781645
100030000000,,87, Station Street,04/01/2024,03/01/2029,4, Loughborough, LE11 5EF,Additional HMO licence,CBC-434314621626
100030000000,,147, Derby Road,04/04/2024,03/04/2029,4, Loughborough, LE11 5HJ,Additional HMO licence,CBC-437226308245
100030000000,,16, Herbert Street,08/04/2024,07/04/2029,5, Loughborough, LE11 1NX,Additional HMO licence,CBC-437591861856
100030000000,,1, Bampton Street,19/03/2024,18/03/2029,4, Loughborough, LE11 2DR,Additional HMO licence,CBC-437617450097
100030000000,,92, Station Street,20/05/2024,19/05/2029,3, Loughborough, LE11 5EF,Additional HMO licence,CBC-438561650719
100030000000,,22, Garendon Road,13/03/2024,12/03/2029,3, Loughborough, LE11 4QD,Additional HMO licence,CBC-438757333734
100030000000,,53, Gracedieu Road,29/02/2024,28/02/2029,3, Loughborough, LE11 4QF,Additional HMO licence,CBC-438821656347
100030000000,,9, Newbon Close,27/02/2024,26/02/2029,3, Loughborough, LE11 4WJ,Additional HMO licence,CBC-439010831094
10004000774,,12, Moorhen Way,05/03/2024,04/03/2029,4, Loughborough, LE11 3HH,Additional HMO licence,CBC-439388682903
10093368090,,198a, Nanpantan Road,29/02/2024,28/02/2029,4, Loughborough, LE11 3YE,Additional HMO licence,CBC-440250647769
100030000000,,1, Edward Street,28/02/2024,27/02/2029,4, Loughborough, LE11 1QF,Additional HMO licence,CBC-444722852292
100030000000,,12, George Street,15/11/2023,14/11/2028,3, Loughborough, LE11 5DQ,Additional HMO licence,CBC-446621681396
100030000000,,4, Garton Road,25/04/2024,24/04/2029,4, Loughborough, LE11 2DY,Additional HMO licence,CBC-447892807946
100030000000,,75, Leopold Street,28/10/2023,27/10/2028,4, Loughborough, LE11 5DN,Additional HMO licence,CBC-448994179106
100030000000,,3, Sharpley Road,05/03/2024,04/03/2029,4, Loughborough, LE11 4PJ,Additional HMO licence,CBC-449852419510
100030000000,,7, Bampton Street,19/02/2024,18/02/2029,3, Loughborough, LE11 2DR,Additional HMO licence,CBC-449867503095
100030000000,,41, Granville Street,19/04/2024,18/04/2029,4, Loughborough, LE11 3BL,Additional HMO licence,CBC-452438653727
100030000000,,18a, Station Street,28/03/2024,27/03/2029,4, Loughborough, LE11 5ED,Additional HMO licence,CBC-453218171189
100030000000,,110, Ratcliffe Road,27/02/2024,26/02/2029,4, Loughborough, LE11 1LH,Additional HMO licence,CBC-455127273164
10008151658,,9, Goods Yard Close,06/03/2024,05/03/2029,4, Loughborough, LE11 5EB,Additional HMO licence,CBC-456338946600
100030000000,,19, Osborne Road,28/02/2024,27/02/2029,3, Loughborough, LE11 5RY,Additional HMO licence,CBC-456463996854
100030000000,,23, Cumberland Road,06/12/2023,05/12/2028,4, Loughborough, LE11 5DE,Additional HMO licence,CBC-457078960683
10004000728,,53, Kingfisher Way,18/01/2024,17/01/2029,4, Loughborough, LE11 3NF,Additional HMO licence,CBC-459675998636
100030000000,,31, Gladstone Street,03/11/2023,02/11/2028,4, Loughborough, LE11 1NR,Additional HMO licence,CBC-460386316094
100030000000,,385, New Ashby Road,08/02/2024,07/02/2029,3, Loughborough, LE11 4ET,Additional HMO licence,CBC-460512255550
100030000000,,251, Park Road,11/03/2024,10/03/2029,3, Loughborough, LE11 2HE,Additional HMO licence,CBC-461867962054
100030000000,,32, Havelock Street,26/03/2024,25/03/2029,4, Loughborough, LE11 5DH,Additional HMO licence,CBC-462314673934
100030000000,,29, Station Street,01/05/2024,30/04/2029,3, Loughborough, LE11 5ED,Additional HMO licence,CBC-462795900041
100030000000,,78, Ashby Road,06/11/2023,05/11/2028,3, Loughborough, LE11 3AE,Additional HMO licence,CBC-463525118552
10004000741,,54, Kingfisher Way,20/03/2024,19/03/2029,4, Loughborough, LE11 3NF,Additional HMO licence,CBC-466938601697
100030000000,,49, Rosebery Street,17/10/2023,16/10/2028,4, Loughborough, LE11 5DX,Additional HMO licence,CBC-467052123414
100030000000,,45, Granville Street,19/03/2024,18/03/2029,3, Loughborough, LE11 3BL,Additional HMO licence,CBC-469687091338
100030000000,,27, Leopold Street,31/10/2023,30/10/2028,4, Loughborough, LE11 5DL,Additional HMO licence,CBC-470330046403
100030000000,,26, Beacon Road,21/02/2024,20/02/2029,4, Loughborough, LE11 2BQ,Additional HMO licence,CBC-471103528141
100030000000,,30, Glebe Street,23/05/2024,22/05/2029,4, Loughborough, LE11 1JR,Additional HMO licence,CBC-471504958771
200001000000,,3, St Marys Close,05/04/2024,04/04/2029,4, Loughborough, LE11 5DB,Additional HMO licence,CBC-472502907543
100030000000,,129, Leopold Street,04/04/2024,03/04/2029,4, Loughborough, LE11 5DW,Additional HMO licence,CBC-473370454559
100030000000,,8, Chestnut Street,28/03/2024,27/03/2029,4, Loughborough, LE11 3BE,Additional HMO licence,CBC-474500181396
100030000000,,11a, Station Street,31/10/2023,30/10/2028,4, Loughborough, LE11 5ED,Additional HMO licence,CBC-476282069872
100030000000,,18, Burleigh Road,03/01/2024,02/01/2029,4, Loughborough, LE11 3BA,Additional HMO licence,CBC-476519864122
100030000000,,16, Granville Street,28/02/2024,27/02/2029,4, Loughborough, LE11 3BN,Additional HMO licence,CBC-478414457339
10004000882,,27, Goldfinch Close,29/02/2024,28/02/2029,4, Loughborough, LE11 3HG,Additional HMO licence,CBC-480401071048
100030000000,,62, Sharpley Road,23/02/2024,22/02/2029,5, Loughborough, LE11 4PN,Additional HMO licence,CBC-481299042594
10004000733,,63, Kingfisher Way,15/02/2024,14/02/2029,5, Loughborough, LE11 3NF,Additional HMO licence,CBC-482350668225
100030000000,,28, Granville Street,20/02/2024,19/02/2029,4, Loughborough, LE11 3BN,Additional HMO licence,CBC-485960749453
10004000740,,52, Kingfisher Way,05/02/2024,04/02/2029,4, Loughborough, LE11 3NF,Additional HMO licence,CBC-489541557753
100030000000,,196, Sharpley Road,14/03/2024,13/03/2029,4, Loughborough, LE11 4PW,Additional HMO licence,CBC-490406752620
100030000000,,24, Russell Street,19/10/2023,18/10/2028,4, Loughborough, LE11 1BL,Additional HMO licence,CBC-491481925784
100030000000,,6, Paget Street,08/01/2024,07/01/2029,4, Loughborough, LE11 5DS,Additional HMO licence,CBC-491981878761
100030000000,,39, Leopold Street,22/02/2024,21/02/2029,3, Loughborough, LE11 5DL,Additional HMO licence,CBC-492247090271
100030000000,,58, Havelock Street,01/02/2024,31/01/2029,3, Loughborough, LE11 5DH,Additional HMO licence,CBC-493243202604
100030000000,,52, Mountfields Drive,05/12/2023,04/12/2028,4, Loughborough, LE11 3JE,Additional HMO licence,CBC-494135459993
100030000000,,24, Chestnut Street,04/11/2023,03/11/2028,4, Loughborough, LE11 3BE,Additional HMO licence,CBC-495043110917
100030000000,,5, Broad Street,15/11/2024,14/11/2029,3, Loughborough, LE11 5AB,Additional HMO licence,CBC-498392173351
100030000000,,37, Station Street,28/10/2023,27/10/2028,3, Loughborough, LE11 5ED,Additional HMO licence,CBC-500928916644
