Licence type,Licence reference number,Property address,UPRN,Licence start date,Licence end date,Maximum permitted occupants
Mandatory HMO licence,CBC-041606427126,"96, Derby Road, Loughborough, LE11 5AG",1.0003E+11,27/04/2023,04/10/2027,6
Mandatory HMO licence,CBC-138720849816,"102, Derby Road, Loughborough, LE11 5AG",1.0003E+11,27/04/2023,04/10/2027,7
Mandatory HMO licence,CBC-494776730529,"8, Curzon Street, Loughborough, LE11 3BQ",1.0003E+11,07/09/2023,01/11/2027,5
Mandatory HMO licence,CBC-552420669002,"18, Fearon Street, Loughborough, LE11 5DG",1.0003E+11,17/02/2021,16/02/2026,0
Mandatory HMO licence,CBC-295609176962,"59, Frederick Street, Loughborough, LE11 3BH",1.0003E+11,27/07/2023,26/07/2028,5
Mandatory HMO licence,CBC-207182682614,"22, Havelock Street, Loughborough, LE11 5DH",1.0003E+11,12/03/2021,30/11/2025,0
Mandatory HMO licence,CBC-141708623092,"44, Garendon Road, Loughborough, LE11 4QD",1.0003E+11,01/03/2021,28/02/2026,6
Mandatory HMO licence,CBC-741172383963,"9, Hermitage Road, Loughborough, LE11 4PA",1.0003E+11,24/07/2020,24/07/2025,0
Mandatory HMO licence,CBC-705879304581,"30, Kings Avenue, Loughborough, LE11 5HY",1.0003E+11,18/07/2024,17/07/2029,5
Mandatory HMO licence,CBC-243003472512,"45, Howard Street, Loughborough, LE11 1PB",1.0003E+11,29/06/2023,10/08/2027,5
Mandatory HMO licence,CBC-234123979275,"55, Leopold Street, Loughborough, LE11 5DN",1.0003E+11,17/03/2021,30/11/2025,0
Mandatory HMO licence,CBC-292484337528,"60, Leopold Street, Loughborough, LE11 5DN",1.0003E+11,30/08/2023,10/10/2027,6
Mandatory HMO licence,CBC-024107236800,"122, Leopold Street, Loughborough, LE11 5DW",1.0003E+11,12/03/2021,30/11/2025,0
Mandatory HMO licence,CBC-904067200366,"134, Leopold Street, Loughborough, LE11 5DW",1.0003E+11,07/09/2023,29/10/2027,5
Mandatory HMO licence,CBC-962601132027,"106, Limehurst Avenue, Loughborough, LE11 1PF",1.0003E+11,25/03/2024,24/03/2029,6
Mandatory HMO licence,CBC-557169440425,"109, Paget Street, Loughborough, LE11 5DU",1.0003E+11,30/09/2020,30/09/2025,0
Mandatory HMO licence,CBC-569952673995,"130, Paget Street, Loughborough, LE11 5DU",1.0003E+11,11/12/2020,11/12/2025,0
Mandatory HMO licence,CBC-655572803037,"103, Park Road, Loughborough, LE11 2HD",1.0003E+11,22/03/2021,21/03/2026,6
Mandatory HMO licence,CBC-337189209642,"43, Park Road, Loughborough, LE11 2ED",1.0003E+11,09/03/2022,09/03/2027,0
Mandatory HMO licence,CBC-673759091864,"45, Park Road, Loughborough, LE11 2ED",1.0003E+11,26/04/2022,25/04/2027,0
Mandatory HMO licence,CBC-834720457534,"37, Storer Road, Loughborough, LE11 5EH",1.0003E+11,07/09/2023,13/11/2027,5
Mandatory HMO licence,CBC-205193328214,"91, Storer Road, Loughborough, LE11 5EH",1.0003E+11,10/09/2021,09/09/2026,0
Mandatory HMO licence,CBC-084678607920,"35, Rosebery Street, Loughborough, LE11 5DX",1.0003E+11,14/02/2023,14/06/2027,0
Mandatory HMO licence,CBC-785731380906,"105, William Street, Loughborough, LE11 3BY",1.0003E+11,09/11/2020,25/07/2025,0
Mandatory HMO licence,CBC-481556294204,"32, Wharncliffe Road, Loughborough, LE11 1SN",1.0003E+11,07/05/2021,06/05/2026,0
Mandatory HMO licence,CBC-684024788719,"61, William Street, Loughborough, LE11 3BX",1.0003E+11,04/02/2022,03/02/2027,0
Mandatory HMO licence,CBC-218315412537,"2, Moorhen Way, Loughborough, LE11 3HH",10004000764,08/02/2021,16/12/2025,0
Mandatory HMO licence,CBC-779651362751,"77, Frederick Street, Loughborough, LE11 3BH",1.0003E+11,27/05/2020,26/05/2025,0
Mandatory HMO licence,CBC-629977577444,"6b, Havelock Street, Loughborough, LE11 5DH",10012190499,24/11/2021,23/11/2026,0
Mandatory HMO licence,CBC-617455531475,"19, Ashleigh Drive, Loughborough, LE11 3HN",1.0003E+11,06/01/2022,05/01/2027,0
Mandatory HMO licence,CBC-362779632611,"244, Alan Moss Road, Loughborough, LE11 4NA",1.0003E+11,25/03/2024,24/03/2029,5
Mandatory HMO licence,CBC-106340020261,"31, Avon Vale Road, Loughborough, LE11 2AA",1.0003E+11,09/05/2024,08/05/2029,4
Mandatory HMO licence,CBC-602847441649,"Scholars Rest 154, Ashby Road, Loughborough, LE11 3AG",1.0003E+11,27/09/2022,03/04/2027,0
Mandatory HMO licence,CBC-117390956916,"75, Beacon Road, Loughborough, LE11 2BE",1.0003E+11,04/08/2021,03/08/2026,0
Mandatory HMO licence,CBC-635298940833,"6, Broad Street, Loughborough, LE11 5AB",1.0003E+11,07/09/2023,06/09/2028,5
Mandatory HMO licence,CBC-075286723113,"9, Curzon Street, Loughborough, LE11 3BQ",1.0003E+11,07/09/2023,01/11/2027,5
Mandatory HMO licence,CBC-533321369802,"100, Hermitage Road, Loughborough, LE11 4PF",1.0003E+11,10/10/2024,09/10/2029,5
Mandatory HMO licence,CBC-072335772603,"9, Herrick Road, Loughborough, LE11 2BP",1.0003E+11,20/07/2022,19/07/2027,0
Mandatory HMO licence,CBC-368537557398,"58, Frederick Street, Loughborough, LE11 3BJ",1.0003E+11,18/12/2023,17/12/2028,6
Mandatory HMO licence,CBC-508257142184,"20, George Street, Loughborough, LE11 5DQ",1.0003E+11,10/05/2023,09/05/2028,5
Mandatory HMO licence,CBC-461860651163,"43, Kirkstone Drive, Loughborough, LE11 3RN",1.0003E+11,18/06/2021,17/06/2026,5
Mandatory HMO licence,CBC-014953617401,"78, Leopold Street, Loughborough, LE11 5DN",1.0003E+11,27/04/2023,07/10/2027,5
Mandatory HMO licence,CBC-053599931098,"39b, Leopold Street, Loughborough, LE11 5DL",1.0003E+11,24/03/2021,23/03/2026,0
Mandatory HMO licence,CBC-343103139564,"120, Leopold Street, Loughborough, LE11 5DW",1.0003E+11,28/07/2021,04/04/2026,0
Mandatory HMO licence,CBC-374147707534,"124, Leopold Street, Loughborough, LE11 5DW",1.0003E+11,27/08/2021,22/05/2026,0
Mandatory HMO licence,CBC-446877835067,"1, Outwoods Avenue, Loughborough, LE11 3LP",1.0003E+11,23/02/2024,22/02/2029,8
Mandatory HMO licence,CBC-657195620251,"1, Paget Street, Loughborough, LE11 5DS",1.0003E+11,03/03/2021,02/03/2026,0
Mandatory HMO licence,CBC-418766824171,"30, Paget Street, Loughborough, LE11 5DS",1.0003E+11,23/08/2022,22/08/2027,0
Mandatory HMO licence,CBC-188563434894,"5, Storer Road, Loughborough, LE11 5EQ",1.0003E+11,17/09/2021,16/09/2026,0
Mandatory HMO licence,CBC-949598690234,"59, Storer Road, Loughborough, LE11 5EH",1.0003E+11,07/07/2021,06/07/2026,0
Mandatory HMO licence,CBC-947643859803,"79, Storer Road, Loughborough, LE11 5EH",1.0003E+11,19/07/2022,20/12/2026,0
Mandatory HMO licence,CBC-108338305690,"81, Storer Road, Loughborough, LE11 5EH",1.0003E+11,24/08/2023,30/10/2027,5
Mandatory HMO licence,CBC-871547825272,"13, Shelthorpe Road, Loughborough, LE11 2PB",1.0003E+11,10/05/2023,01/03/2027,6
Mandatory HMO licence,CBC-367564628967,"22, Turner Avenue, Loughborough, LE11 2DA",1.0003E+11,25/04/2024,24/04/2029,5
Mandatory HMO licence,CBC-887749418139,"41, York Road, Loughborough, LE11 3DA",1.0003E+11,05/07/2022,15/03/2027,0
Mandatory HMO licence,CBC-268195920651,"15, Moorhen Way, Loughborough, LE11 3HH",10004000776,23/09/2020,22/09/2025,0
Mandatory HMO licence,CBC-688546317926,"149, Ashby Road, Loughborough, LE11 3AD",1.0003E+11,15/02/2021,16/12/2025,0
Mandatory HMO licence,CBC-564083413897,"158, Ashby Road, Loughborough, LE11 3AG",1.0003E+11,27/07/2023,28/10/2027,8
Mandatory HMO licence,CBC-003786751316,"1, Bridgeland Road, Loughborough, LE11 1GE",10004002180,21/04/2023,20/04/2028,6
Mandatory HMO licence,CBC-171132261489,"10, Adam Dale, Loughborough, LE11 3HD",10004000818,18/04/2023,14/10/2027,6
Mandatory HMO licence,CBC-022782265843,"252b, Seagrave Road, Loughborough, LE12 7NJ",10070065647,13/12/2021,12/12/2026,0
Mandatory HMO licence,CBC-356103516686,"25, Rectory Place, Loughborough, LE11 1UW",10070075054,08/02/2022,07/02/2027,0
Mandatory HMO licence,CBC-871711308505,"30, Arthur Street, Loughborough, LE11 3AY",1.0003E+11,07/09/2023,30/10/2027,6
Mandatory HMO licence,CBC-374494309121,"45, Arthur Street, Loughborough, LE11 3AY",1.0003E+11,14/02/2023,14/06/2027,0
Mandatory HMO licence,CBC-552257365277,"215, Beacon Road, Loughborough, LE11 2QZ",1.0003E+11,23/11/2021,22/11/2026,0
Mandatory HMO licence,CBC-370960301171,"4, Caldwell Street, Loughborough, LE11 3BB",1.0003E+11,31/08/2023,30/10/2027,6
Mandatory HMO licence,CBC-246608092178,"2, Burleigh Road, Loughborough, LE11 3BA",1.0003E+11,10/03/2021,16/08/2025,0
Mandatory HMO licence,CBC-543012994669,"52, Burleigh Road, Loughborough, LE11 3BA",1.0003E+11,16/04/2024,15/04/2029,5
Mandatory HMO licence,CBC-895861900667,"76, Derby Road, Loughborough, LE11 5BX",1.0003E+11,08/12/2023,28/03/2028,6
Mandatory HMO licence,CBC-007683898160,"94, Derby Road, Loughborough, LE11 5AG",1.0003E+11,27/04/2023,04/10/2027,7
Mandatory HMO licence,CBC-324993217549,"140, Forest Road, Loughborough, LE11 3NR",1.0003E+11,15/07/2020,15/07/2025,0
Mandatory HMO licence,CBC-271851706155,"159, Forest Road, Loughborough, LE11 3HS",1.0003E+11,06/07/2020,05/07/2025,0
Mandatory HMO licence,CBC-396983220321,"17, Gladstone Avenue, Loughborough, LE11 1NP",1.0003E+11,27/02/2024,26/02/2029,6
Mandatory HMO licence,CBC-061685650040,"13, Hastings Street, Loughborough, LE11 5AX",1.0003E+11,04/05/2020,04/05/2025,0
Mandatory HMO licence,CBC-250187581705,"48, Frederick Street, Loughborough, LE11 3BJ",1.0003E+11,13/06/2023,12/11/2027,6
Mandatory HMO licence,CBC-247299911603,"79, Havelock Street, Loughborough, LE11 5DH",1.0003E+11,14/02/2023,13/02/2028,0
Mandatory HMO licence,CBC-898346942684,"2, Granville Street, Loughborough, LE11 3BN",1.0003E+11,19/02/2024,18/02/2029,5
Mandatory HMO licence,CBC-900513087279,"34, Herbert Street, Loughborough, LE11 1NX",1.0003E+11,15/02/2022,14/02/2027,0
Mandatory HMO licence,CBC-302428073450,"67, King Street, Loughborough, LE11 1SB",1.0003E+11,08/01/2025,07/01/2030,5
Mandatory HMO licence,CBC-658465280622,"81, King Street, Loughborough, LE11 1SB",1.0003E+11,17/06/2020,17/06/2025,0
Mandatory HMO licence,CBC-426702292357,"1, Lewis Road, Loughborough, LE11 5JQ",1.0003E+11,22/03/2024,21/03/2029,7
Mandatory HMO licence,CBC-288918399443,"102, Loughborough Road, Loughborough, LE12 5JB",1.0003E+11,26/08/2024,25/08/2029,6
Mandatory HMO licence,CBC-209143532753,"32, Oxford Street, Loughborough, LE11 5DR",1.0003E+11,15/02/2022,10/10/2026,0
Mandatory HMO licence,CBC-625155747929,"40, Oxford Street, Loughborough, LE11 5DR",1.0003E+11,15/11/2022,15/03/2027,0
Mandatory HMO licence,CBC-690679965918,"72, Oxford Street, Loughborough, LE11 5DR",1.0003E+11,27/04/2023,04/10/2027,5
Mandatory HMO licence,CBC-372787102248,"18, Radmoor Road, Loughborough, LE11 3BS",1.0003E+11,04/07/2023,12/11/2027,6
Mandatory HMO licence,CBC-617933019711,"11, Park Road, Loughborough, LE11 2ED",1.0003E+11,02/08/2022,22/09/2026,0
Mandatory HMO licence,CBC-943859053387,"39a, Rosebery Street, Loughborough, LE11 5DX",1.0003E+11,27/07/2023,26/07/2028,5
Mandatory HMO licence,CBC-856881732422,"40, Royland Road, Loughborough, LE11 2EH",1.0003E+11,14/03/2024,13/03/2029,6
Mandatory HMO licence,CBC-060176648246,"27, York Road, Loughborough, LE11 3DA",1.0003E+11,29/07/2021,28/07/2026,0
Mandatory HMO licence,CBC-790014796459,"53, York Road, Loughborough, LE11 3DA",1.0003E+11,14/09/2023,12/11/2027,6
Mandatory HMO licence,CBC-691314188738,"29, Granby Street, Loughborough, LE11 3DU",1.00032E+11,14/09/2023,13/09/2028,6
Mandatory HMO licence,CBC-131948370357,"1, Forest Road, Loughborough, LE11 3NW",1.0003E+11,13/12/2021,12/12/2026,0
Mandatory HMO licence,CBC-632417605908,"2, Goldfinch Close, Loughborough, LE11 3HG",10004000860,15/02/2021,03/10/2025,0
Mandatory HMO licence,CBC-718879318301,"90, Derby Road, Loughborough, LE11 5AG",10023775548,14/10/2023,13/10/2028,6
Mandatory HMO licence,CBC-625566625275,"85a, Ashby Road, LE11 3AB",10070073883,22/02/2021,21/02/2026,0
Mandatory HMO licence,CBC-139968669262,"17, Baxter Gate, Loughborough, LE11 1TG",10070074603,16/06/2021,15/06/2026,0
Mandatory HMO licence,CBC-208046669635,"115b, Ashby Road, Loughborough, LE11 3AB",10094174533,16/12/2021,15/12/2026,0
Mandatory HMO licence,CBC-580398890521,"25, Willow Close, Leicester, LE4 8PS",10095777309,30/07/2024,29/07/2029,5
Mandatory HMO licence,CBC-640979397218,"26, Willow Close, Leicester, LE4 8PS",10095777310,30/07/2024,29/07/2029,5
Mandatory HMO licence,CBC-863315368165,"27, Willow Close, Leicester, LE4 8PS",10095777311,20/08/2024,19/08/2029,5
Mandatory HMO licence,CBC-067116391190,"28, Willow Close, Leicester, LE4 8PS",10095777312,20/08/2024,19/08/2029,5
Mandatory HMO licence,CBC-641994001731,"29, Willow Close, Leicester, LE4 8PS",10095777313,20/08/2024,19/08/2029,5
Mandatory HMO licence,CBC-870483986022,"30, Willow Close, Leicester, LE4 8PS",10095777314,20/08/2024,19/08/2029,5
Mandatory HMO licence,CBC-510959241118,"Block Aa, William Morris Hall Ashby Road, LE11 3TQ",10091073969,25/12/2024,24/12/2029,6
Mandatory HMO licence,CBC-924923524600,"Block Bb, William Morris Hall Ashby Road, LE11 3TQ",10091073970,30/12/2024,29/12/2029,5
Mandatory HMO licence,CBC-330071338523,"Block D Ground Floor, Harry French Court Ashby Road, LE11 3UN",10023776760,23/10/2024,22/10/2029,5
Mandatory HMO licence,CBC-993236442944,"New Block J First Floor Flat 1, William Morris Hall Ashby Road, LE11 3TQ",10013598010,18/12/2024,17/12/2029,5
Mandatory HMO licence,CBC-574226648781,"New Block K Ground Floor Flat 1, William Morris Hall Ashby Road, LE11 3TQ",10013598026,30/12/2024,29/12/2029,5
Mandatory HMO licence,CBC-264240439998,"Block D Ground Floor Room 1, William Morris Hall John Phillips Close, LE11 3TQ",10013597076,18/12/2024,17/12/2029,7
Mandatory HMO licence,CBC-469532623968,"Block J Ground Floor Room 1, William Morris Hall John Phillips Close, LE11 3TQ",10013597181,18/12/2024,17/12/2029,7
Mandatory HMO licence,CBC-625079324609,"Block M Ground Floor, Harry French Court Ashby Road, LE11 3UN",10023776768,03/09/2024,02/09/2029,6
Mandatory HMO licence,CBC-939822408756,"Block E First Floor, Harry French Court Ashby Road, LE11 3UN",10023776776,03/09/2024,02/09/2029,6
Mandatory HMO licence,CBC-549666862560,"Block J First Floor, Harry French Court Ashby Road, LE11 3UN",10023776780,03/09/2024,02/09/2029,6
Mandatory HMO licence,CBC-536514760416,"Block M First Floor, Harry French Court Ashby Road, LE11 3UN",10023776783,03/09/2024,02/09/2029,6
Mandatory HMO licence,CBC-319686884161,"Block Q First Floor, Harry French Court Ashby Road, LE11 3UN",10023776786,03/09/2024,02/09/2029,6
Mandatory HMO licence,CBC-128753069751,"Block S First Floor, Harry French Court Ashby Road, LE11 3UN",10023776788,03/09/2024,02/09/2029,6
Mandatory HMO licence,CBC-208564245797,"Flat 6, Waterways 23, Derby Road, LE11 5AP",10070069921,01/03/2024,28/02/2029,5
Mandatory HMO licence,CBC-685745233337,"Flat 8, Waterways 23, Derby Road, LE11 5AP",10070069923,19/02/2024,18/02/2029,5
Mandatory HMO licence,CBC-781493483578,"Flat 9, Waterways 23, Derby Road, LE11 5AP",10070069924,19/02/2024,18/02/2029,5
Mandatory HMO licence,CBC-736171616109,"Flat 6, Waterways 27, Derby Road, LE11 5AP",10070069930,19/02/2024,18/02/2029,5
Mandatory HMO licence,CBC-969342889604,"Flat 4, Waterways 29, Derby Road, LE11 5AP",10070069945,19/02/2024,18/02/2029,6
Mandatory HMO licence,CBC-535788294839,"Flat 5, Waterways 29, Derby Road, LE11 5AP",10070069946,19/02/2024,18/02/2029,5
Mandatory HMO licence,CBC-880158113694,"Room 25, Cedar Lodge 186a, Ashby Road, LE11 3AG",10013597471,03/09/2024,02/09/2029,8
Mandatory HMO licence,CBC-403984827790,"Ashby Lodge, William Morris Hall Ashby Road, Loughborough, LE11 3TQ",1.00032E+11,18/12/2024,17/12/2029,9
Mandatory HMO licence,CBC-610057633196,"Block Gg, William Morris Hall Ashby Road, LE11 3TQ",10091073975,30/12/2024,29/12/2029,5
Mandatory HMO licence,CBC-932246276800,"West Grove Flat 2, Harry French Court Ashby Road, LE11 3UN",10023776747,03/09/2024,02/09/2029,6
Mandatory HMO licence,CBC-950033365669,"Block O Ground Floor, Harry French Court Ashby Road, LE11 3UN",10023776769,03/09/2024,02/09/2029,6
Mandatory HMO licence,CBC-866674372009,"Block K First Floor, Harry French Court Ashby Road, LE11 3UN",10023776781,11/06/2024,10/06/2029,6
Mandatory HMO licence,CBC-831543588748,"Block P First Floor, Harry French Court Ashby Road, LE11 3UN",10023776785,03/09/2024,02/09/2029,6
Mandatory HMO licence,CBC-573593646459,"Flat 3, Waterways 27, Derby Road, LE11 5AP",10070069927,19/02/2024,18/02/2029,5
Mandatory HMO licence,CBC-731204871120,"Room 1, Chestnut Lodge 188a, Ashby Road, LE11 3AG",10013597548,03/09/2024,02/09/2029,8
Mandatory HMO licence,CBC-440907580853,"New Block L Ground Floor Flat 1, William Morris Hall Ashby Road, LE11 3TQ",10013598050,30/12/2024,29/12/2029,5
Mandatory HMO licence,CBC-894899518960,"Block C First Floor Room 1, William Morris Hall John Phillips Close, LE11 3TQ",10013597062,18/12/2024,17/12/2029,7
Mandatory HMO licence,CBC-303219364538,"Block D First Floor Room 1, William Morris Hall John Phillips Close, LE11 3TQ",10013597083,10/12/2024,09/12/2029,7
Mandatory HMO licence,CBC-510044709534,"Block F First Floor Room 1, William Morris Hall John Phillips Close, LE11 3TQ",10013597125,10/12/2024,09/12/2029,7
Mandatory HMO licence,CBC-396564911644,"Block G First Floor Room 1, William Morris Hall John Phillips Close, LE11 3TQ",10013597146,18/12/2024,17/12/2029,7
Mandatory HMO licence,CBC-178284066189,"Gimson House Flat 31, William Morris Hall Ashby Road, LE11 3TQ",10013597854,10/12/2024,09/12/2029,5
Mandatory HMO licence,CBC-910301017583,"Gimson House Flat 34, William Morris Hall Ashby Road, LE11 3TQ",10013597857,10/12/2024,09/12/2029,5
Mandatory HMO licence,CBC-300069733558,"Ling House Flat 6, William Morris Hall Ashby Road, LE11 3TQ",10013597887,27/11/2024,26/11/2029,5
Mandatory HMO licence,CBC-382662254498,"East Grove Flat 1 Room A, Harry French Court Ashby Road, LE11 3UN",2.00001E+11,03/09/2024,02/09/2029,23
Mandatory HMO licence,CBC-264009611814,"Managers Accommodation 134, Main Street, LE12 8RZ",10070074004,20/06/2024,19/06/2029,6
Mandatory HMO licence,CBC-086584850468,"Block Dd, William Morris Hall Ashby Road, LE11 3TQ",10091073972,27/11/2024,26/11/2029,5
Mandatory HMO licence,CBC-060767532349,"Block A, Kingfisher Halls Kingfisher Way, Loughborough, LE11 3FA",10023775597,21/09/2023,15/08/2027,34
Mandatory HMO licence,CBC-930275168597,"Block D, Kingfisher Halls Kingfisher Way, Loughborough, LE11 3FA",10023775600,21/09/2023,15/08/2027,21
Mandatory HMO licence,CBC-489092644706,"Block K Ground Floor, Harry French Court Ashby Road, LE11 3UN",10023776766,03/09/2024,02/09/2029,6
Mandatory HMO licence,CBC-381998208484,"Block O First Floor, Harry French Court Ashby Road, LE11 3UN",10023776784,03/09/2024,02/09/2029,6
Mandatory HMO licence,CBC-083499721605,"Block B First Floor, Harry French Court Ashby Road, LE11 3UN",10023776758,03/09/2024,02/09/2029,6
Mandatory HMO licence,CBC-042005542187,"Block A Second Floor Room 1, William Morris Hall John Phillips Close, LE11 3TQ",10013597026,12/12/2024,11/12/2029,7
Mandatory HMO licence,CBC-448750111146,"New Block J Ground Floor Flat 1, William Morris Hall Ashby Road, LE11 3TQ",10013598002,08/01/2025,07/01/2030,5
Mandatory HMO licence,CBC-565710357830,"Block E Ground Floor Room 1, William Morris Hall John Phillips Close, LE11 3TQ",10013597097,12/12/2024,11/12/2029,7
Mandatory HMO licence,CBC-689704414058,"Block G Ground Floor Room 1, William Morris Hall John Phillips Close, LE11 3TQ",10013597139,10/12/2024,09/12/2029,7
Mandatory HMO licence,CBC-808131671483,"Gimson House Flat 32, William Morris Hall Ashby Road, LE11 3TQ",10013597855,10/12/2024,09/12/2029,5
Mandatory HMO licence,CBC-263348649259,"Gimson House Flat 35, William Morris Hall Ashby Road, LE11 3TQ",10013597858,10/12/2024,09/12/2029,5
Mandatory HMO licence,CBC-927428599686,"Ling House Flat 5, William Morris Hall Ashby Road, LE11 3TQ",10013597886,27/11/2024,26/11/2029,5
Mandatory HMO licence,CBC-532534722643,"Block H Second Floor Room 2, William Morris Hall John Phillips Close, LE11 3TQ",10013597175,10/12/2024,09/12/2029,7
Mandatory HMO licence,CBC-456945029215,"Flat 1, Waterways 23, Derby Road, LE11 5AP",10070069916,19/02/2024,18/02/2029,5
Mandatory HMO licence,CBC-982507951819,"Flat 7, Waterways 27, Derby Road, LE11 5AP",10070069931,19/02/2024,18/02/2029,5
Mandatory HMO licence,CBC-339431761632,"Flat 11, Waterways 27, Derby Road, LE11 5AP",10070069935,19/02/2024,18/02/2029,5
Mandatory HMO licence,CBC-043140635472,"Flat 7, Waterways 29, Derby Road, LE11 5AP",10070069948,19/02/2024,18/02/2029,5
Mandatory HMO licence,CBC-209445726457,"Room 1, Oak Lodge 188b, Ashby Road, LE11 3AG",10013597580,03/09/2024,02/09/2029,8
Mandatory HMO licence,CBC-005468319126,"Room 9, Cedar Lodge 186a, Ashby Road, LE11 3AG",10013597455,20/06/2024,19/06/2029,8
Mandatory HMO licence,CBC-735900821319,"Room 17, Cedar Lodge 186a, Ashby Road, LE11 3AG",10013597463,03/09/2024,02/09/2029,5
Mandatory HMO licence,CBC-369605669775,"Clavering, William Morris Hall Ashby Road, LE11 3TQ",1.00032E+11,27/11/2024,26/11/2029,9
